02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,,,,,,,,,1,1,1,
02201607062310,022016070616,65535.00,26.55,39.27,31.67,39.33,1021.42,5.03,1,1,1,0.1
02201607062311,022016070617,24222.00,23.99,61.03,23.99,99.47,1020.04,5.03,1,1,1,0.1
02201607062311,022016070618,15457.00,26.55,33.50,26.55,59.79,1019.50,5.03,1,1,1,0.1
02201607062312,022016070619,5020.00,26.23,32.57,26.55,43.39,1019.42,5.03,1,1,1,0.1
02201607062312,022016070620,624.00,26.55,34.65,26.55,43.39,1020.03,5.03,1,1,1,0.1
02201607062312,022016070621,107.00,25.57,33.47,26.55,43.39,1019.66,5.03,1,1,1,0.1
02201607062313,022016070622,1.00,26.55,34.95,26.55,43.39,1019.94,5.03,1,1,1,0.1
02201607062313,022016070623,0.00,25.57,38.11,26.55,43.39,1020.00,5.03,1,1,1,0.1
02201607072310,022016070700,1.00,26.55,37.02,26.55,43.39,1019.96,5.00,1,1,1,0.1
02201607072310,022016070701,6752.00,26.55,37.97,26.55,43.39,1019.46,5.00,1,1,1,0.1
02201607072311,022016070702,6884.00,26.01,38.47,26.55,51.78,1019.37,5.00,1,1,1,0.1
02201607072311,022016070703,6611.00,26.41,36.64,26.55,43.39,1018.72,5.00,1,1,1,0.1
02201607072312,022016070704,6669.00,26.23,36.54,26.55,43.39,1018.82,5.00,1,1,1,0.1
02201607072312,022016070705,6739.00,26.23,34.89,26.55,43.39,1018.62,5.00,1,1,1,0.1
02201607072312,022016070706,7316.00,26.55,41.27,26.55,43.39,1019.00,5.00,1,1,1,0.1
02201607072313,022016070707,7861.00,26.55,37.95,26.55,43.39,1018.90,5.00,1,1,1,0.1
02201607072313,022016070708,9728.00,26.23,39.83,26.55,43.39,1019.05,5.00,1,1,1,0.1
02201607072313,022016070709,10580.00,26.55,36.36,26.55,43.39,1018.73,5.00,1,1,1,0.1
02201607072314,022016070710,11266.00,26.55,36.83,26.55,43.39,1018.50,5.00,1,1,1,0.1
02201607072314,022016070711,12016.00,24.55,34.46,26.55,43.39,1018.29,5.00,1,1,1,0.1
02201607072314,022016070712,12495.00,26.55,35.71,26.55,43.39,1017.72,5.00,1,1,1,0.1
02201607072315,022016070713,14676.00,26.55,41.21,26.07,39.97,1017.27,5.00,1,1,1,0.1
02201607072315,022016070714,20076.00,31.67,37.85,31.67,42.88,1016.90,5.00,1,1,1,0.1
02201607072316,022016070715,22590.00,31.67,36.80,31.67,42.20,1016.57,5.00,1,1,1,0.1
02201607072316,022016070716,25914.00,31.67,34.55,31.67,39.31,1016.13,5.00,1,1,1,0.1
02201607072316,022016070717,3467.00,25.91,35.60,26.55,43.39,1015.80,5.03,1,1,1,0.1
02201607072317,022016070718,1295.00,31.67,43.90,31.67,43.97,1015.59,5.03,1,1,1,0.1
02201607072317,022016070719,393.00,26.55,38.00,31.67,43.97,1015.60,5.03,1,1,1,0.1
02201607072317,022016070720,387.00,26.55,41.56,26.55,51.78,1015.06,5.03,1,1,1,0.1
02201607072318,022016070721,52.00,26.55,51.52,26.55,51.78,1015.24,5.03,1,1,1,0.1
02201607072318,022016070722,61.00,26.07,51.73,26.55,51.78,1015.35,5.03,1,1,1,0.1
02201607072318,022016070723,1666.00,26.55,51.62,26.55,51.78,1015.57,5.03,1,1,1,0.1
02201607082310,022016070800,46.00,26.55,51.56,26.55,51.78,1015.12,5.01,1,1,1,1
02201607082310,022016070801,21.00,24.09,51.46,26.55,59.79,1014.64,5.00,1,1,1,0.1
02201607082311,022016070802,21.00,23.73,51.41,26.55,51.78,1014.23,5.00,1,1,1,0.1
02201607082311,022016070803,71.00,22.67,51.27,23.99,59.40,1013.94,5.00,1,1,1,0.1
02201607082312,022016070804,22.00,22.01,51.18,23.99,59.40,1013.07,5.01,1,1,1,0.1
02201607082312,022016070805,23.00,23.99,51.43,23.99,59.40,1012.63,5.00,1,1,1,0.1
02201607082312,022016070806,123.00,23.99,51.37,23.99,59.40,1012.50,5.00,1,1,1,0.1
02201607082313,022016070807,256.00,23.99,51.13,23.99,59.40,1012.70,5.00,1,1,1,0.1
02201607082313,022016070808,582.00,21.81,51.16,23.99,59.40,1012.62,4.99,1,1,1,0.1
02201607082313,022016070809,2144.00,22.39,51.23,23.99,59.40,1012.84,5.00,1,1,1,0.1
02201607082314,022016070810,8176.00,21.73,59.06,23.99,67.00,1013.08,5.02,1,1,1,0.1
02201607082314,022016070811,5173.00,23.99,59.11,23.99,59.40,1013.22,5.02,1,1,1,0.1
02201607082314,022016070812,10457.00,22.87,51.29,23.99,59.40,1013.25,5.02,1,1,1,0.1
02201607082315,022016070813,17294.00,26.55,51.50,26.55,59.79,1013.24,5.02,1,1,1,0.1
02201607082315,022016070814,18092.00,26.55,51.64,26.55,59.79,1013.33,5.02,1,1,1,0.1
02201607082316,022016070815,10941.00,24.19,51.47,26.55,51.78,1013.58,5.02,1,1,1,0.1
02201607082316,022016070816,12203.00,26.55,42.99,26.55,51.78,1013.91,5.03,1,1,1,0.1
02201607082316,022016070817,11396.00,23.67,51.40,26.55,51.78,1014.23,5.02,1,1,1,0.1
02201607082317,022016070818,47253.00,31.67,40.14,31.67,52.46,1014.66,5.02,1,1,1,0.1
02201607082317,022016070819,6531.00,31.67,38.69,31.67,43.97,1015.37,5.02,1,1,1,0.1
02201607082317,022016070820,1386.00,25.91,39.48,26.55,43.39,1015.74,5.03,1,1,1,0.1
02201607082318,022016070821,252.00,26.55,51.49,26.55,51.78,1016.39,5.02,1,1,1,0.1
02201607082318,022016070822,39.00,26.55,51.71,26.55,51.78,1016.87,5.03,1,1,1,0.1
