A1,05201607071700,13011.00,24.17,51.47,26.55,51.78,1016.09,5.00,NEXTSENSE-18:0:0
A1,05201607071800,6105.00,31.67,42.88,31.67,43.97,1015.86,5.01,NEXTSENSE-19:0:0
A1,05201607071900,1331.00,26.23,51.74,26.55,51.78,1015.87,5.01,NEXTSENSE-20:0:0
A1,05201607072000,1214.00,25.91,51.69,26.55,51.78,1015.40,5.01,NEXTSENSE-21:0:0
A1,05201607072100,198.00,25.27,51.61,26.55,51.78,1015.66,5.01,NEXTSENSE-22:0:0
A1,05201607072200,1.00,24.39,51.50,26.55,51.78,1015.73,5.01,NEXTSENSE-23:0:0
A1,05201607072300,4811.00,26.01,51.71,26.55,51.78,1015.89,5.00,NEXTSENSE-0:0:0
A2,05201607072310,4811.00,26.01,51.71,26.55,51.78,1015.89,5.00,NEXTFEED-2016-7-8@23:10:0
A1,05201607080000,1.00,25.19,51.61,26.55,51.78,1015.47,5.00,NEXTSENSE-1:0:0
A1,05201607080100,1.00,24.79,51.54,26.55,59.79,1014.99,5.00,NEXTSENSE-2:0:0
A1,05201607080200,3.00,24.47,51.50,26.55,51.78,1014.59,5.00,NEXTSENSE-3:0:0
A1,05201607080300,1.00,23.69,51.40,23.99,51.44,1014.28,5.01,NEXTSENSE-4:0:0
A1,05201607080400,1.00,22.97,59.30,23.99,59.40,1013.34,5.00,NEXTSENSE-5:0:0
A1,05201607080500,33.00,22.39,59.15,23.99,59.40,1012.87,5.01,NEXTSENSE-6:0:0
A1,05201607080600,403.00,23.67,59.35,23.99,59.40,1012.68,5.01,NEXTSENSE-7:0:0
A1,05201607080700,789.00,22.39,59.15,23.99,59.40,1013.01,5.01,NEXTSENSE-8:0:0
A1,05201607080800,2074.00,22.65,59.21,23.99,59.40,1013.01,5.01,NEXTSENSE-9:0:0
A1,05201607080900,8013.00,22.85,59.23,23.99,59.40,1013.06,5.00,NEXTSENSE-10:0:0
A1,05201607081000,4652.00,22.39,60.72,23.99,67.00,1013.41,5.00,NEXTSENSE-11:0:0
A1,05201607081100,3577.00,22.39,59.15,23.99,59.40,1013.56,5.00,NEXTSENSE-12:0:0
A1,05201607081200,6164.00,23.35,59.31,23.99,59.40,1013.57,5.00,NEXTSENSE-13:0:0
A1,05201607081300,9969.00,25.11,59.58,26.55,59.79,1013.46,5.00,NEXTSENSE-14:0:0
A1,05201607081400,11521.00,26.05,59.74,26.55,59.79,1013.51,5.00,NEXTSENSE-15:0:0
A1,05201607081500,7004.00,24.47,51.51,26.55,51.78,1013.75,5.00,NEXTSENSE-16:0:0
A1,05201607081600,7439.00,24.47,51.51,26.55,51.78,1014.11,5.00,NEXTSENSE-17:0:0
A1,05201607111200,4805.00,22.39,59.16,23.99,59.40,1005.97,5.02,NEXTSENSE-13:0:0
A1,05201607111300,4114.00,24.13,51.45,26.55,51.78,1006.19,5.02,NEXTSENSE-14:0:0
A1,05201607111400,12414.00,24.73,51.54,26.55,51.78,1006.31,5.02,NEXTSENSE-15:0:0
A1,05201607111500,2712.00,25.31,59.61,26.55,59.79,1006.67,5.02,NEXTSENSE-16:0:0
A1,05201607111600,26366.00,24.33,59.47,26.55,59.79,1007.05,5.02,NEXTSENSE-17:0:0
A1,05201607121209,2531.00,23.67,51.40,26.55,51.78,1009.58,5.06,NEXTSENSE-13:0:0
A1,05201607121300,914.00,23.67,59.35,23.99,59.40,1009.92,5.01,NEXTSENSE-14:0:0
A1,05201607121400,3113.00,25.91,51.69,26.55,51.78,1009.86,5.01,NEXTSENSE-15:0:0
A1,05201607142200,5813.00,25.11,59.58,26.55,59.79,1023.51,5.00,NEXTSENSE-23:0:0
A1,05201607142300,1114.00,26.03,59.72,26.55,59.79,1024.46,5.00,NEXTSENSE-0:0:0
A2,05201607142310,1114.00,26.03,59.72,26.55,59.79,1024.46,5.00,NEXTFEED-2016-7-15@23:10:0
A1,05201607150000,1146.00,25.91,59.69,26.55,59.79,1024.56,5.01,NEXTSENSE-1:0:0
A1,05201607150100,39.00,25.91,51.69,26.55,51.78,1024.63,5.01,NEXTSENSE-2:0:0
A1,05201607150200,40.00,25.37,51.63,26.55,51.78,1024.56,5.01,NEXTSENSE-3:0:0
A1,05201607150300,40.00,24.95,51.56,26.55,59.79,1024.58,5.01,NEXTSENSE-4:0:0
A1,05201607150400,44.00,24.09,59.43,23.99,59.40,1024.70,5.01,NEXTSENSE-5:0:0
A1,05201607150500,2785.00,23.75,59.37,23.99,59.40,1024.49,5.00,NEXTSENSE-6:0:0
A1,05201607150600,39512.00,31.67,52.46,26.55,51.78,1024.75,5.01,NEXTSENSE-7:0:0
A1,05201607150700,65535.00,31.67,38.48,31.67,43.43,1024.84,5.00,NEXTSENSE-8:0:0
A1,05201607150800,65535.00,36.79,35.30,31.67,35.96,1025.16,5.01,NEXTSENSE-9:0:0
A1,05201607150900,65535.00,46.39,15.79,39.35,27.34,1025.19,5.01,NEXTSENSE-10:0:0
A1,05201607151000,65535.00,49.59,8.94,42.87,26.69,1025.07,5.00,NEXTSENSE-11:0:0
A1,05201607151100,65535.00,42.67,26.69,39.35,26.44,1025.13,5.01,NEXTSENSE-12:0:0
A1,05201607151200,65535.00,39.35,26.44,33.59,35.08,1025.07,5.00,NEXTSENSE-13:0:0
A1,05201607151300,65535.00,36.79,28.03,33.91,30.15,1025.06,5.01,NEXTSENSE-14:0:0
A1,05201607151400,65535.00,34.23,31.26,31.67,32.84,1024.82,5.01,NEXTSENSE-15:0:0
A1,05201607151500,65535.00,32.63,34.34,31.67,34.90,1024.87,5.00,NEXTSENSE-16:0:0
A1,05201607151600,65535.00,31.67,32.84,31.67,40.07,1024.44,5.02,NEXTSENSE-17:0:0
A1,05201607151700,41998.00,31.67,40.21,31.67,43.97,1024.38,5.01,NEXTSENSE-18:0:0
A1,05201607151800,22560.00,31.67,37.08,31.67,43.97,1024.24,5.01,NEXTSENSE-19:0:0
A1,05201607151900,28796.00,31.67,42.88,31.67,52.46,1023.89,5.01,NEXTSENSE-20:0:0
A1,05201607152000,16472.00,31.67,52.46,31.67,52.46,1023.38,5.01,NEXTSENSE-21:0:0
A1,05201607152100,5755.00,31.67,52.46,31.67,52.46,1023.54,5.01,NEXTSENSE-22:0:0
A1,05201607152200,44.00,25.91,51.69,26.55,51.78,1023.65,5.01,NEXTSENSE-23:0:0
A1,05201607152300,1079.00,25.45,59.63,26.55,59.79,1023.66,5.01,NEXTSENSE-0:0:0
A2,05201607152310,1079.00,25.45,59.63,26.55,59.79,1023.66,5.01,NEXTFEED-2016-7-16@23:10:0
A1,05201607160000,41.00,25.91,59.69,26.55,59.79,1023.70,5.00,NEXTSENSE-1:0:0
A1,05201607160100,42.00,25.23,59.59,26.55,59.79,1023.54,5.00,NEXTSENSE-2:0:0
A1,05201607160200,39.00,24.95,59.56,26.55,59.79,1023.63,4.99,NEXTSENSE-3:0:0
A1,05201607160300,39.00,24.95,59.55,26.55,59.79,1023.37,4.99,NEXTSENSE-4:0:0
A1,05201607160400,43.00,24.47,59.47,26.55,59.79,1023.26,5.00,NEXTSENSE-5:0:0
A1,05201607160500,1134.00,26.47,59.79,26.55,59.79,1023.27,5.00,NEXTSENSE-6:0:0
A1,05201607160600,9739.00,24.59,59.50,26.55,59.79,1023.37,5.00,NEXTSENSE-7:0:0
A1,05201607160700,9737.00,25.11,59.58,26.55,59.79,1023.72,5.00,NEXTSENSE-8:0:0
A1,05201607160800,47713.00,31.67,52.46,26.55,51.78,1024.02,4.99,NEXTSENSE-9:0:0
A1,05201607160900,65535.00,31.67,43.49,31.67,52.46,1024.32,5.00,NEXTSENSE-10:0:0
