03201607072310,032016070700,0.00,26.41,38.63,23.41,51.36,1019.87,5.02,1,1,1,0.1
03201607072311,032016070701,8368.00,24.17,39.09,23.49,51.37,1019.34,5.02,1,1,1,0.1
03201607072311,032016070702,8543.00,26.55,39.92,22.99,51.31,1019.33,5.02,1,1,1,0.1
03201607072311,032016070703,8194.00,26.55,37.72,23.67,51.39,1018.58,5.02,1,1,1,0.1
03201607072312,032016070704,8276.00,26.25,38.48,23.67,51.39,1018.79,5.01,1,1,1,0.1
03201607072312,032016070705,8293.00,26.23,37.18,23.67,51.40,1018.58,5.00,1,1,1,0.1
03201607072313,032016070706,8489.00,25.91,35.04,22.41,51.23,1018.95,4.98,1,1,1,0.1
03201607072313,032016070707,8644.00,26.55,41.02,23.67,40.93,1018.93,4.99,1,1,1,0.1
03201607072313,032016070708,9356.00,26.55,42.35,23.35,41.97,1019.02,5.01,1,1,1,0.1
03201607072314,032016070709,9770.00,26.47,38.78,23.35,37.92,1018.76,5.02,1,1,1,0.1
03201607072314,032016070710,9965.00,26.55,39.63,23.83,38.65,1018.46,5.02,1,1,1,0.1
03201607072314,032016070711,10605.00,26.55,36.92,24.47,35.84,1018.13,5.02,1,1,1,0.1
03201607072315,032016070712,10940.00,26.55,37.97,25.15,37.83,1017.73,5.02,1,1,1,0.1
03201607072315,032016070713,12033.00,26.55,43.32,25.93,43.25,1017.21,5.02,1,1,1,0.1
03201607072315,032016070714,15082.00,31.67,40.55,24.73,40.21,1016.85,5.02,1,1,1,0.1
03201607072316,032016070715,15831.00,31.67,39.66,25.91,40.00,1016.49,5.02,1,1,1,0.1
03201607072316,032016070716,17359.00,31.67,37.22,31.67,36.80,1016.00,5.02,1,1,1,0.1
03201607072317,032016070717,3605.00,25.91,37.90,25.37,40.62,1015.75,5.01,1,1,1,0.1
03201607072317,032016070718,1893.00,31.67,38.48,24.23,51.71,1015.50,5.06,1,1,1,0.1
03201607072317,032016070719,544.00,26.55,42.28,26.07,51.71,1015.49,5.06,1,1,1,0.1
03201607072318,032016070720,520.00,25.23,51.61,26.07,51.71,1015.03,5.06,1,1,1,0.1
03201607072318,032016070721,83.00,24.49,51.51,26.07,59.72,1015.24,5.06,1,1,1,1
03201607072318,032016070722,36.00,26.05,51.73,23.67,59.40,1015.35,5.06,1,1,1,0.1
