02201606092312,,,,,,,,,1,1,1,
02201606092312,,,,,,,,,1,1,1,
02201606092312,,,,,,,,,1,1,1,
02201606092312,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,,,,,,,,,1,1,1,
01201607062310,012016070614,3800.00,26.55,32.31,26.55,34.64,1020.52,4.88,1,1,1,0.1
01201607062310,,,,,,,,,1,1,1,0.1
01201607062311,012016070616,65535.00,23.75,93.67,24.95,93.96,1021.29,5.03,1,1,1,1
01201607062311,012016070617,28981.00,26.55,41.41,26.55,43.39,1019.89,5.02,1,1,1,1
01201607062311,012016070618,20282.00,31.67,36.38,31.67,35.11,1019.39,5.03,1,1,1,0.1
01201607062312,012016070619,6797.00,31.67,33.98,26.55,34.64,1019.26,5.02,1,1,1,0.1
01201607062312,012016070620,849.00,26.55,35.07,26.55,34.64,1019.85,5.02,1,1,1,0.1
01201607062312,012016070621,145.00,26.55,37.29,26.55,43.39,1019.52,5.02,1,1,1,0.1
01201607062313,012016070622,1.00,26.55,39.32,26.55,43.39,1019.83,5.02,1,1,1,0.1
01201607062313,012016070623,0.00,26.55,51.56,26.55,43.39,1019.83,5.02,1,1,1,0.1
01201607072310,012016070700,0.00,26.55,51.51,26.55,51.78,1019.74,5.00,1,1,1,0.1
01201607072311,012016070701,8447.00,24.51,51.51,26.55,51.78,1019.27,5.01,1,1,1,0.1
01201607072311,012016070702,8624.00,23.99,51.43,23.99,51.44,1019.23,5.01,1,1,1,0.1
