A1,01201607061403,3992.00,25.31,34.39,26.55,34.64,1020.53,4.79,NEXTSENSE-15:0:0
A1,01201607061405,4149.00,25.53,32.31,26.55,34.64,1020.55,4.80,NEXTSENSE-15:0:0
A1,01201607061406,3800.00,26.55,32.31,26.55,34.64,1020.52,4.88,NEXTSENSE-15:0:0
A1,01201607061600,65535.00,23.75,93.67,24.95,93.96,1021.29,5.03,NEXTSENSE-17:0:0
A1,01201607061700,28981.00,26.55,41.41,26.55,43.39,1019.89,5.02,NEXTSENSE-18:0:0
A1,01201607061800,20282.00,31.67,36.38,31.67,35.11,1019.39,5.03,NEXTSENSE-19:0:0
A1,01201607061900,6797.00,31.67,33.98,26.55,34.64,1019.26,5.02,NEXTSENSE-20:0:0
A1,01201607062000,849.00,26.55,35.07,26.55,34.64,1019.85,5.02,NEXTSENSE-21:0:0
A1,01201607062100,145.00,26.55,37.29,26.55,43.39,1019.52,5.02,NEXTSENSE-22:0:0
A1,01201607062200,1.00,26.55,39.32,26.55,43.39,1019.83,5.02,NEXTSENSE-23:0:0
A1,01201607062300,0.00,26.55,51.56,26.55,43.39,1019.83,5.02,NEXTSENSE-0:0:0
A2,01201607062310,0.00,26.55,51.56,26.55,43.39,1019.83,5.02,NEXTFEED-2016-7-7@23:10:0
A1,01201607070000,0.00,26.55,51.51,26.55,51.78,1019.74,5.00,NEXTSENSE-1:0:0
A1,01201607070100,8447.00,24.51,51.51,26.55,51.78,1019.27,5.01,NEXTSENSE-2:0:0
A1,01201607070200,8624.00,23.99,51.43,23.99,51.44,1019.23,5.01,NEXTSENSE-3:0:0
A1,01201607070300,8274.00,26.55,51.54,26.55,51.78,1018.58,5.01,NEXTSENSE-4:0:0
A1,01201607070400,8340.00,26.55,51.50,26.55,43.39,1018.70,5.00,NEXTSENSE-5:0:0
A1,01201607070500,8414.00,24.57,43.16,26.55,43.39,1018.48,5.01,NEXTSENSE-6:0:0
A1,01201607070600,9219.00,23.43,42.50,23.99,43.11,1018.84,5.01,NEXTSENSE-7:0:0
A1,01201607070700,9925.00,26.55,37.83,26.55,43.39,1018.78,5.01,NEXTSENSE-8:0:0
A1,01201607070800,12444.00,26.55,39.67,26.55,43.39,1018.88,5.00,NEXTSENSE-9:0:0
A1,01201607070900,13596.00,26.55,35.75,26.55,43.39,1018.52,5.01,NEXTSENSE-10:0:0
A1,01201607071000,14442.00,25.11,36.50,26.55,43.39,1018.37,5.01,NEXTSENSE-11:0:0
A1,01201607071100,15483.00,26.55,42.75,26.55,43.39,1018.05,5.00,NEXTSENSE-12:0:0
A1,01201607071200,16217.00,26.55,35.19,26.55,43.39,1017.63,5.01,NEXTSENSE-13:0:0
A1,01201607071300,19133.00,26.55,39.31,26.07,39.97,1017.12,5.01,NEXTSENSE-14:0:0
A1,01201607071400,26587.00,31.67,35.54,31.67,43.70,1016.84,5.01,NEXTSENSE-15:0:0
A1,01201607071500,29946.00,31.67,43.43,31.67,42.88,1016.40,5.01,NEXTSENSE-16:0:0
A1,01201607071600,34292.00,31.67,40.21,31.67,39.93,1016.00,5.01,NEXTSENSE-17:0:0
A1,01201607071700,3439.00,31.67,41.79,31.67,43.97,1015.73,4.99,NEXTSENSE-18:0:0
A1,01201607071800,1074.00,31.67,37.71,31.67,43.97,1015.43,5.01,NEXTSENSE-19:0:0
A1,01201607071900,324.00,31.67,41.79,31.67,43.97,1015.48,5.01,NEXTSENSE-20:0:0
A1,01201607072000,233.00,26.49,52.46,26.55,43.39,1014.90,5.01,NEXTSENSE-21:0:0
