A1,04201607061800,9979.00,25.33,34.25,26.55,43.39,1020.52,5.04,NEXTSENSE-19:0:0
A1,04201607061900,1603.00,31.67,30.48,31.67,35.11,1020.44,5.04,NEXTSENSE-20:0:0
A1,04201607062000,226.00,31.67,32.84,31.67,35.11,1021.03,5.04,NEXTSENSE-21:0:0
A1,04201607062100,39.00,26.29,34.34,26.55,35.11,1020.71,5.04,NEXTSENSE-22:0:0
A1,04201607062200,0.00,25.91,35.81,26.55,43.39,1021.02,5.04,NEXTSENSE-23:0:0
A1,04201607062300,0.00,26.23,38.48,26.55,43.39,1021.08,5.04,NEXTSENSE-0:0:0
A2,04201607062310,0.00,26.23,38.48,26.55,43.39,1021.08,5.04,NEXTFEED-2016-7-7@23:10:0
A1,04201607070000,0.00,26.39,39.37,26.55,43.39,1020.98,5.03,NEXTSENSE-1:0:0
A1,04201607070100,7397.00,26.53,40.08,26.55,43.39,1020.40,5.02,NEXTSENSE-2:0:0
A1,04201607070200,7573.00,26.01,41.19,26.55,43.39,1020.40,5.00,NEXTSENSE-3:0:0
A1,04201607070300,7273.00,26.49,38.65,25.93,43.39,1019.72,5.03,NEXTSENSE-4:0:0
A1,04201607070400,7324.00,26.23,39.22,26.55,43.39,1019.88,5.02,NEXTSENSE-5:0:0
A1,04201607070500,7349.00,26.23,38.48,26.55,43.39,1019.75,5.03,NEXTSENSE-6:0:0
A1,04201607070600,7557.00,25.43,36.34,26.55,43.39,1020.08,5.03,NEXTSENSE-7:0:0
A1,04201607070700,7711.00,26.53,41.46,26.55,43.39,1019.96,5.02,NEXTSENSE-8:0:0
A1,04201607070800,8433.00,26.01,43.29,26.55,43.39,1020.11,5.03,NEXTSENSE-9:0:0
A1,04201607070900,8824.00,26.23,39.85,26.55,43.39,1019.80,5.03,NEXTSENSE-10:0:0
A1,04201607071000,9164.00,25.93,42.25,25.91,43.39,1019.58,5.03,NEXTSENSE-11:0:0
A1,04201607071100,9841.00,26.23,39.99,25.93,43.39,1019.31,5.03,NEXTSENSE-12:0:0
A1,04201607071200,10144.00,24.57,41.04,26.47,43.39,1018.77,5.02,NEXTSENSE-13:0:0
A1,04201607071300,10914.00,23.35,93.55,23.35,93.71,1018.34,5.00,NEXTSENSE-14:0:0
A1,04201607071400,13623.00,23.35,93.55,26.55,94.36,1017.91,5.04,NEXTSENSE-15:0:0
A1,04201607071500,16773.00,24.19,51.47,24.09,67.44,1017.54,5.05,NEXTSENSE-16:0:0
A1,04201607071600,18505.00,31.67,39.10,25.41,51.78,1017.11,5.05,NEXTSENSE-17:0:0
A1,04201607071700,11700.00,31.67,38.48,31.67,43.97,1016.92,5.05,NEXTSENSE-18:0:0
A1,04201607071800,3977.00,26.29,42.30,26.55,43.39,1016.57,5.05,NEXTSENSE-19:0:0
A1,04201607071900,1119.00,25.57,51.69,26.55,51.78,1016.66,5.05,NEXTSENSE-20:0:0
A1,04201607072000,894.00,25.11,51.59,26.55,51.78,1016.14,5.04,NEXTSENSE-21:0:0
A1,04201607072100,140.00,24.51,51.51,26.55,51.78,1016.44,5.05,NEXTSENSE-22:0:0
A1,04201607072200,1.00,26.07,51.73,26.55,51.78,1016.41,5.05,NEXTSENSE-23:0:0
A1,04201607072300,5318.00,25.13,51.60,26.55,51.78,1016.66,5.04,NEXTSENSE-0:0:0
A2,04201607072310,5318.00,25.13,51.60,26.55,51.78,1016.66,5.04,NEXTFEED-2016-7-8@23:10:0
A1,04201607080000,1.00,24.29,59.46,26.55,59.79,1016.18,5.05,NEXTSENSE-1:0:0
A1,04201607080100,1.00,23.67,59.35,23.99,59.40,1015.69,5.05,NEXTSENSE-2:0:0
A1,04201607080200,2.00,23.49,59.33,23.35,59.40,1015.24,5.05,NEXTSENSE-3:0:0
A1,04201607080300,1.00,22.41,59.18,23.99,59.40,1014.98,5.04,NEXTSENSE-4:0:0
A1,04201607080400,1.00,21.77,59.08,21.67,59.40,1014.08,5.05,NEXTSENSE-5:0:0
A1,04201607080500,28.00,23.95,59.40,23.99,59.40,1013.62,5.05,NEXTSENSE-6:0:0
A1,04201607080600,296.00,22.79,59.22,23.99,59.40,1013.38,5.04,NEXTSENSE-7:0:0
A1,04201607080700,633.00,21.59,59.04,23.99,59.40,1013.68,5.05,NEXTSENSE-8:0:0
A1,04201607080800,1587.00,21.95,59.09,21.63,59.40,1013.72,5.05,NEXTSENSE-9:0:0
A1,04201607080900,7729.00,22.39,59.15,23.99,59.40,1013.76,5.04,NEXTSENSE-10:0:0
A1,04201607081000,3946.00,22.11,62.16,23.99,67.00,1014.09,5.03,NEXTSENSE-11:0:0
A1,04201607081100,3102.00,22.39,59.15,22.45,59.40,1014.27,5.04,NEXTSENSE-12:0:0
A1,04201607081200,5312.00,23.35,59.30,23.99,59.40,1014.27,5.04,NEXTSENSE-13:0:0
A1,04201607081300,8825.00,25.13,59.58,26.55,59.79,1014.24,5.04,NEXTSENSE-14:0:0
A1,04201607081400,10168.00,26.23,59.74,26.55,59.79,1014.23,5.04,NEXTSENSE-15:0:0
A1,04201607081500,6105.00,24.95,51.57,26.55,51.78,1014.47,5.04,NEXTSENSE-16:0:0
A1,04201607081600,6508.00,24.95,51.56,26.55,51.78,1014.85,5.04,NEXTSENSE-17:0:0
A1,04201607081700,7913.00,24.47,51.50,24.07,51.78,1015.16,5.03,NEXTSENSE-18:0:0
A1,04201607081800,65535.00,31.67,40.21,31.67,43.76,1015.68,5.04,NEXTSENSE-19:0:0
A1,04201607081900,3464.00,31.67,39.66,31.67,43.97,1016.43,5.03,NEXTSENSE-20:0:0
A1,04201607082000,769.00,31.67,42.88,31.67,43.97,1016.73,5.03,NEXTSENSE-21:0:0
A1,04201607082100,140.00,25.39,51.62,26.55,51.78,1017.32,5.03,NEXTSENSE-22:0:0
A1,04201607082200,1.00,24.69,51.53,26.55,51.78,1017.91,5.03,NEXTSENSE-23:0:0
A1,04201607082300,1.00,26.23,51.73,26.55,51.78,1018.16,5.03,NEXTSENSE-0:0:0
A2,04201607082310,1.00,26.23,51.73,26.55,51.78,1018.16,5.03,NEXTFEED-2016-7-9@23:10:0
A1,04201607090000,4.00,25.91,51.69,26.55,51.78,1018.62,5.02,NEXTSENSE-1:0:0
A1,04201607090100,1.00,25.29,51.61,25.27,51.78,1018.99,5.02,NEXTSENSE-2:0:0
