A1,14201607081700,25736.00,24.49,51.51,26.55,51.78,1015.63,5.05,NEXTSENSE-18:0:0
A1,14201607081800,65535.00,31.67,52.46,26.55,51.74,1016.13,5.06,NEXTSENSE-19:0:0
A1,14201607081900,20869.00,31.67,41.79,31.67,43.09,1016.88,5.06,NEXTSENSE-20:0:0
A1,14201607082000,5753.00,31.67,43.70,31.67,43.70,1017.20,5.06,NEXTSENSE-21:0:0
A1,14201607082100,1076.00,26.39,51.75,26.55,51.73,1017.79,5.06,NEXTSENSE-22:0:0
A1,14201607082200,33.00,25.91,51.69,26.55,51.64,1018.39,5.06,NEXTSENSE-23:0:0
A1,14201607082300,34.00,24.95,51.57,25.41,51.63,1018.65,5.06,NEXTSENSE-0:0:0
A2,14201607082310,34.00,24.95,51.57,25.41,51.63,1018.65,5.06,NEXTFEED-2016-7-9@23:10:0
A1,14201607090000,5.00,24.49,51.51,26.55,51.58,1019.22,5.06,NEXTSENSE-1:0:0
A1,14201607090100,31.00,24.23,51.48,24.65,51.53,1019.50,5.06,NEXTSENSE-2:0:0
A1,14201607090200,106.00,26.39,51.75,26.55,51.50,1019.48,5.06,NEXTSENSE-3:0:0
A1,14201607090300,29.00,26.29,51.75,26.55,51.48,1018.92,5.05,NEXTSENSE-4:0:0
A1,14201607090400,30.00,26.25,51.74,24.23,51.47,1018.70,5.06,NEXTSENSE-5:0:0
A1,14201607090500,384.00,26.23,51.73,26.55,51.78,1018.58,5.06,NEXTSENSE-6:0:0
A1,14201607090600,1984.00,25.91,51.69,26.55,51.77,1018.28,5.05,NEXTSENSE-7:0:0
A1,14201607090700,8501.00,25.91,51.69,26.41,51.77,1018.14,5.06,NEXTSENSE-8:0:0
A1,14201607090800,6566.00,26.23,51.73,26.55,51.77,1018.06,5.06,NEXTSENSE-9:0:0
A1,14201607090900,11706.00,26.23,51.73,26.55,51.78,1017.83,5.06,NEXTSENSE-10:0:0
